English Word,Arabic Translation (Google Translate),Basque Translation (Google Translate),Bengali Translation (Google Translate),Catalan Translation (Google Translate),Chinese (simplified) Translation (Google Translate),Chinese (traditional) Translation (Google Translate),Dutch Translation (Google Translate),Finnish Translation (Google Translate),French Translation (Google Translate),German Translation (Google Translate),Hindi Translation (Google Translate),Italian Translation (Google Translate),Japanese Translation (Google Translate),Marathi Translation (Google Translate),Persian Translation (Google Translate),Portuguese Translation (Google Translate),Romanian Translation (Google Translate),Russian Translation (Google Translate),Spanish Translation (Google Translate),Tamil Translation (Google Translate),Telugu Translation (Google Translate),Urdu Translation (Google Translate),Positive,Negative,Anger,Anticipation,Disgust,Fear,Joy,Sadness,Surprise,Trust
efficacious,فعال,eraginkorra,ফলপ্রদ,eficaç,有效的,有效的,doeltreffend,tehokas,efficace,wirksam,प्रभावोत्पादक,efficace,有効な,,موثر,eficaz,eficace,эффективный,eficaz,பயன் அளிக்கக்,సమర్థవంతమైన,پرباووتپادک,0,0,0,0,0,0,0,0,0,0
efficacy,فعالية,eraginkortasuna,কার্যক্ষমতা,eficàcia,功效,功效,werkzaamheid,tehokkuus,efficacité,Wirksamkeit,प्रभावोत्पादकता,efficacia,効能,,اثر,eficácia,eficacitate,эффективность,eficacia,பலாபலன்,సమర్ధతకు,افادیت,1,0,0,0,0,0,0,0,0,0
efficiency,كفاءة,eraginkortasun,দক্ষতা,eficiència,效率,效率,rendement,tehokkuus,efficacité,Leistungsfähigkeit,क्षमता,efficienza,効率,,بهره وری,eficiência,eficiență,эффективность,eficiencia,திறன்,సామర్థ్యం,کارکردگی,1,0,0,0,0,0,0,0,0,0
efficient,فعال,eraginkor,দক্ষ,eficient,高效,高效,doeltreffend,tehokas,efficace,effizient,कुशल,efficiente,効率的な,,کارآمد,eficiente,eficient,эффективный,eficiente,திறமையான,సమర్థవంతమైన,موثر,1,0,0,1,0,0,0,0,0,1
effigy,تمثال,irudia,প্রতিকৃতি,efígie,肖像,肖像,beeltenis,patsas,effigie,Bildnis,पुतला,effigie,彫像,,تمثال,efígie,efigie,изображение,efigie,கொடும்பாவி,దిష్టిబొమ్మను,پتلا,0,0,1,0,0,0,0,0,0,0
effort,جهد,Ahalegin,প্রচেষ্টা,esforç,功夫,功夫,inspanning,ponnistus,effort,Aufwand,प्रयास,sforzo,努力,,تلاش,esforço,efort,усилие,esfuerzo,முயற்சி,కృషి,ممکن کوشش,1,0,0,0,0,0,0,0,0,0
effusion,راقة,jario,কবিতা,efusió,积液,積液,uitstorting,effuusio,effusion,Erguss,बहाव,effusione,滲出,,پلورال,efusão,efuziune,выпот,efusión,பொழிவுமாறிலி,స్రవించడం,بہاو,0,0,0,0,0,0,0,0,0,0
egg,بيضة,arrautza,ডিম,ou,鸡蛋,雞蛋,ei,muna,œuf,Ei,अंडा,uovo,卵,,تخم مرغ,ovo,ou,яйцо,huevo,முட்டை,గుడ్డు,انڈا,0,0,0,0,0,0,0,0,0,0
ego,الأنا,ego,অহং,ego,自我,自我,ego,ego,ego,Ego,अहंकार,ego,自我,,نفس,eu,ego,эго,ego,ஈகோ,అహం,انا,0,0,0,0,0,0,0,0,0,0
egotistical,مغرور,egoten,আত্মম্ভরি,egòlatra,自负,自負,egoïstische,itsekäs,égoïste,egoistisch,घमंडी,egoista,利己的,,خودخواه,egoísta,egoistă,самовлюбленный,ególatra,தற்பெருமை,అహంభావి,egotistical,0,1,0,0,1,0,0,0,0,0
egregious,فاضح,egregious,গুরুতর,escandalós,过分的,過分的,flagrante,törkeä,énorme,ungeheuerlich,प्रबल,egregio,とんでもありません,,فاحش,egrégio,extraordinar,вопиющий,escandaloso,அதிர்ச்சியான,అతిశయించిన,پربل,0,1,1,0,1,0,0,0,0,0
egress,خروج,egress,বাহিরে যাইবার পথ,sortida,出口,出口,uitgang,ulosmeno,sortie,Egress,निकास,uscita,出口,,خروج,egresso,ieșire,выход,salida,வெளியே போகும் வழி,లోపలికి,egress,0,0,0,0,0,0,0,0,0,0
eighth,ثامن,Zortzigarren,অষ্টম,vuitè,第八,第八,achtste,kahdeksas,huitième,achte,आठवाँ,ottavo,第8,,هشتمین,oitavo,al optulea,восьмой,octavo,எட்டாவது,ఎనిమిదవ,آٹھواں,0,0,0,0,0,0,0,0,0,0
eighty,ثمانون,laurogei,আশি,vuitanta,八十,八十,tachtig,kahdeksankymmentä,quatre-vingts,achtzig,अस्सी,ottanta,80,,هشتاد,oitenta,optzeci,восемьдесят,ochenta,எண்பது,ఎనభై,اسی,0,0,0,0,0,0,0,0,0,0
ejaculate,قذف المني,ejaculate,হঠাৎ চেঁচান,ejacular,射出,射出,ejaculaat,huudahtaa,éjaculer,ejakulieren,बोल पड़ना,eiaculare,精液,,انزال کردن,ejacular,exclama,эякулят,eyacular,கத்து,స్ఖలించు,انزال,0,0,0,0,0,0,0,0,0,0
ejaculation,قذف,Prononcés,উল্লাসধ্বনি,ejaculació,射精,射精,ejaculatie,siemensyöksy,éjaculation,Ejakulation,फटना,eiaculazione,射精,,انزال,ejaculação,ejaculare,эякуляция,eyaculación,விந்து,స్ఖలనం,انزال,1,0,0,1,0,0,1,0,1,1
eject,طرد,egotziko,নির্গত করা,expulsar,喷射,噴射,uitwerpen,eject,éjecter,auswerfen,बेदखल करना,espellere,イジェクト,,بیرون انداختن,ejetar,evacua,выбрасывать,expulsar,வெளியேற்றலாம்,తీసే,نکالنا,0,1,0,0,0,0,0,0,0,0
ejection,طرد,eiekzio,নিক্ষেপ,expulsió,喷出,噴出,uitwerping,häätö,éjection,Auswurf,बेदख़ल,emissione,噴出,,پس زنی,ejeção,evacuare,выброс,expulsión,பீய்ச்சும்,ఎజెక్షన్,انجیکشن,0,1,0,0,0,0,0,0,0,0
elaborate,وضع,prestatzerakoan,সম্প্রসারিত,elaborar,阐述,闡述,uitwerken,laatia,élaborer,erarbeiten,विस्तृत,elaborare,手の込んだ,,استادانه درست شده,elaborar,elabora,разрабатывать,elaborar,விரிவாக,విశదీకరించలేదు,وضاحت,0,0,0,0,0,0,0,0,0,0
elaboration,إعداد,elaborazio,বিবরণাদি,elaboració,阐述,闡述,uitwerking,laatiminen,élaboration,Ausarbeitung,विस्तार,elaborazione,推敲,,پیچیدگی,elaboração,elaborare,разработка,elaboración,விரிவுபடுத்துவதிலும்,విపులీకరణ,تفصیلات,1,0,0,0,0,0,0,0,0,0
elan,حماسة,elan,প্রাণবন্ততা,elan,义隆,義隆,antilope,vauhti,elan,Elan,वेग,elan,鋭気,,ELAN,impulso,elan,порыв,elan,திடீர் வேகம்,ఎలాన్,ایلن,0,0,0,0,0,0,0,0,0,0
elapse,انقضى,igaro,চলা,transcórrer,过去,過去,verstrijken,kulua,se passer,verstreichen,बीत जाना,trascorrere,経過します,,گذشتن,decorrer,trece,проходить,transcurrir,விடு,గతించు,گزر جانا,0,0,0,0,0,0,0,0,0,0
elapsed,المنقضي,Igarotako,অতিক্রান্ত,transcorregut,过去,過去,verstreken,kulunut,passé,verstrichene,गुजरे,trascorso,経過,,سپری,decorrido,scurs,прошло,transcurrido,கடந்துவிட்ட,గడచిన,گزرا,0,0,0,0,0,0,0,0,0,0
elastic,مرن,elastikoa,স্থিতিস্থাপক,elàstic,弹,彈,elastisch,joustava,élastique,elastisch,लोचदार,elastico,エラスティック,,کشسان,elástico,elastic,эластичный,elástico,மீள்,సాగే,لچکدار,0,0,0,0,0,0,0,0,0,0
elasticity,مرونة,elastikotasuna,স্থিতিস্থাপকতা,elasticitat,弹性,彈性,elasticiteit,jousto,élasticité,Elastizität,लोच,elasticità,弾力性,,قابلیت ارتجاعی,elasticidade,elasticitate,эластичность,elasticidad,நெகிழ்ச்சி,స్థితిస్థాపకత,لچک,0,0,0,0,0,0,0,0,0,0
elated,مبتهج,elated,গর্বিত,exaltat,高昂,高昂,opgetogen,riemuissaan,exalté,beschwingt,उत्तेजित,euforico,得意の,,وجد آمدیم,exultante,entuziasmat,в приподнятом настроении,exaltado,பறப்பது,ఉప్పొంగే,حوصلہ افزائی,1,0,0,0,0,0,1,0,0,0
elbow,كوع,Ukondoa,কনুই,colze,弯头,彎頭,elleboog,kyynärpää,coude,Ellbogen,कोहनी,gomito,肘,,آرنج,cotovelo,cot,локоть,codo,முழங்கை,మోచేయి,کہنی,0,0,1,0,0,0,0,0,0,0
eld,الميدان,eld,বৃদ্ধাবস্থা,camp,高龄,高齡,eld,ELD,terrain,eld,वृद्धावस्था,eld,太古,,زمان پیش,velhice,ELD,старость,campo,கள,వృధ్ధాప్యం,ELD,0,0,0,0,0,0,0,0,0,0
elder,زعيم,zaharrenaren,অগ্রজ,ancià,长老,長老,ouderling,vanhempi,aîné,ältere,बड़ा,sambuco,長老,,بزرگتر,mais velho,mai mare,старший,anciano,மூத்த,ఎల్డర్,بزرگ,1,0,0,0,0,0,0,0,0,1
elderly,كبار السن,adinekoak,বৃদ্ধ,ancià,老年,老年,ouderen,vanhukset,personne âgée,Alten,वयोवृद्ध,anziano,高齢者,,مسن,idoso,vârstnic,пожилой,anciano,முதியவர்கள்,వృద్ధ,بزرگ,0,0,0,0,0,0,0,0,0,0
elders,شيوخ,zaharrenei,গুরুজন,ancians,长老,長老,oudste,vanhimmat,aînés,Ältesten,बड़ों,anziani,長老,,بزرگان,anciãos,bătrâni,Старейшины,ancianos,மூப்பர்,పెద్దలు,بزرگوں,1,0,0,0,0,0,0,0,0,1
eldest,الاكبر سنا,zaharrenari,জ্যেষ্ঠ,el major,最年长,最年長,oudst,vanhin,aîné,älteste,ज्येष्ठ,maggiore,最年長の,,ارشد,mais velho,cel mai mare,самый старший,el mayor,மூத்த,పెద్ద,سب سے بڑے,0,0,0,0,0,0,0,0,0,0
elect,منتخب,elect,নির্বাচিত,electe,选,選,uitverkoren,valitut,élu,wählen,चुनाव,eletto,エレクト,,منتخب,eleito,ales,избранный,electo,தேர்ந்தெடுக்கப்பட்டுள்ள,ఎన్నికయిన,نو منتخب,1,0,0,0,0,0,0,0,0,1
election,انتخابات,hauteskunde,নির্বাচন,elecció,选举,選舉,verkiezing,vaalit,élection,Wahl,चुनाव,elezione,選挙,निवडणूक,انتخاب,eleição,alegere,выборы,elección,தேர்தல்,ఎన్నికల,انتخابات,0,0,0,0,0,0,0,0,0,0
elector,ناخب,Hauteslearen,নির্বাচক,elector,选民,選民,kiezer,äänestäjä,électeur,Kurfürst,निर्वाचक,elettore,選挙人,,انتخاب کننده,eleitor,alegător,избиратель,elector,வாக்காளர்,వోటరు,ووٹر,0,0,0,0,0,0,0,0,0,0
electorate,جمهور الناخبين,hautesleak,নির্বাচকমণ্ডলী,electorat,选民,選民,kiezersvolk,äänestäjät,électorat,Wählerschaft,मतदाताओं,elettorato,有権者,,حوزه انتخابیه,eleitorado,electorat,электорат,electorado,வாக்காளர்கள்,ఓటర్లు,ووٹر,0,0,0,0,0,0,0,0,0,1
electric,كهربائي,elektrikoa,বৈদ্যুতিক,elèctric,电,電,elektrisch,sähköinen,électrique,elektrisch,बिजली,elettrico,電動,,الکتریکی,elétrico,electric,электрический,eléctrico,மின்சார,విద్యుత్,بجلی,1,0,0,0,0,0,1,0,1,0
electricity,كهرباء,elektrizitatea,বিদ্যুৎ,electricitat,电力,電力,elektriciteit,sähkö,électricité,Strom,बिजली,elettricità,電気,,برق,eletricidade,electricitate,электричество,electricidad,மின்சாரம்,విద్యుత్,بجلی,1,0,0,0,0,0,0,0,0,0
elegance,أناقة,dotoretasun,কমনীয়তা,elegància,优雅,優雅,elegantie,tyylikkyys,élégance,Eleganz,लालित्य,eleganza,エレガンス,,ظرافت,elegância,eleganță,элегантность,elegancia,நேர்த்தியுடன்,చక్కదనం,خوبصورتی,1,0,0,1,0,0,1,0,0,1
elegant,أنيق,dotore,মার্জিত,elegant,优雅,優雅,elegant,tyylikäs,élégant,elegant,शिष्ट,elegante,エレガント,,زیبا,elegante,elegant,элегантный,elegante,நேர்த்தியான,సొగసైన,خوبصورت,1,0,0,0,0,0,1,0,0,0
element,العنصر,elementu,উপাদান,,元素,元素,element,elementti,élément,Element,तत्त्व,elemento,要素,,عنصر,elemento,element,элемент,elemento,உறுப்பு,మూలకం,عنصر,0,0,0,0,0,0,0,0,0,0
elementary,ابتدائي,oinarrizko,প্রাথমিক,,初级,初級,elementair,alkeis-,élémentaire,elementar,प्राथमिक,elementare,エレメンタリー,,ابتدایی,elementar,elementar,элементарный,elemental,தொடக்க,ప్రాథమిక,ایلیمنٹری,0,0,0,0,0,0,0,0,0,0
elements,عناصر,elementu,উপাদান,,分子,分子,elementen,elementit,éléments,Elemente,तत्वों,elementi,要素,,عناصر,elementos,element,элементы,elementos,கூறுகள்,అంశాలు,عناصر,0,0,0,0,0,0,0,0,0,0
elephant,فيل,elefante,হাতি,elefant,象,象,olifant,norsu,éléphant,Elefant,हाथी,elefante,象,,فیل,elefante,elefant,слон,elefante,யானை,ఏనుగు,ہاتھی,0,0,0,0,0,0,0,0,0,0
elevate,رفع,elevate,চড়ান,,提升,提升,verheffen,ylentää,élever,erheben,ऊपर उठाना,elevare,高めます,,بالا بردن,elevar,ridica,возвысить,elevar,"உயர்த்திக்கொள்ளவும்,",పైకెత్తు,بلند,0,0,0,0,0,0,0,0,0,0
elevation,ارتفاع,kota,টিলা,,海拔,海拔,elevatie,korkeus,élévation,Höhe,ऊंचाई,elevazione,標高,,بلندی,elevação,elevație,высота,elevación,உயரத்தில்,ఎత్తు,ترقی,1,0,0,1,0,1,1,0,0,1
elevator,مصعد,igogailua,লিফট,,电梯,電梯,lift,hissi,ascenseur,Aufzug,एलिवेटर,ascensore,エレベーター,,آسانسور,elevador,lift,лифт,ascensor,உயர்த்தி,ఎలివేటర్,لفٹ,0,0,0,0,0,0,0,0,0,0
eleven,أحد عشر,hamaika,এগার,11,十一,十一,elf,yksitoista,onze,elf,ग्यारह,undici,11,,یازده,onze,unsprezece,одиннадцать,once,பதினொரு,పదకొండు,گیارہ,0,0,0,0,0,0,0,0,0,0
eleventh,الحادي عشر,hamaikagarren,একাদশ,,第十一,第十一,elfde,yhdestoista,onzième,elfte,ग्यारहवाँ,undicesimo,第11,,یازدهم,décimo primeiro,unsprezecelea,одиннадцатый,undécimo,பதினோராம்,పదకొండవ,گیارھویں,0,0,0,0,0,0,0,0,0,0
elf,قزم,duende,পরী,,小精灵,小精靈,elf,keijukainen,elfe,Elf,योगिनी,elfo,エルフ,,جن,elfo,elf,эльф,elfo,தெய்வம்,elf,یلف,0,0,1,0,1,1,0,0,0,0
elicit,استخلاص,elicit,প্রকাশ করা,,引出,引出,uitlokken,saada,obtenir,entlocken,प्रकाश में लाना,suscitare,引き出します,,بیرون کشیدن,extrair,obține,вызывать,provocar,வெளிப்படுத்துவதற்கு,రాబట్టు,حاصل,0,0,0,0,0,0,0,0,0,0
eligible,مؤهل,jaso,উপযুক্ত,,合格,合格,geschikt,oikeutettu,admissible,wählbar,योग्य,eleggibile,適格,,واجد شرایط,elegível,eligibil,право,elegible,தகுதி,అర్హత,اہل,1,0,0,0,0,0,0,0,0,0
elimination,إزالة,ezabatzea,বর্জন,,消除,消除,eliminatie,eliminointi,élimination,Elimination,उन्मूलन,eliminazione,排除,,حذف,eliminação,eliminare,устранение,eliminación,நீக்குதல்,తొలగింపు,خاتمے,0,1,1,0,1,1,0,1,0,0
elite,نخبة,elite,অভিজাত,,精英,精英,elite,eliitti,élite,Elite,अभिजात वर्ग,elite,エリート,,نخبه,elite,elită,элита,élite,உயரடுக்கு,ఉన్నత,اشرافیہ,1,0,0,1,0,0,1,0,0,1
elk,ظبي,elk,হরিণবিশেষ,,麋鹿,麋鹿,eland,hirvi,wapiti,Elch,गोज़न,alce,ヘラジカ,,گوزن شمالی,alce,elan,лось,alce,Elk,ఎల్క్,یلک,0,0,0,0,0,0,0,0,0,0
ell,ذراع وحدة قياس,ell,উপগৃহ,,ELL,ELL,el,ell,aune,ell,पक्ष,braccio,エル,,مقیاس طول,vara,cot,флигель,ana,அங்குலத்திற்குச் சமமான,ell,ELL,0,0,0,0,0,0,0,0,0,0
